0	10	7	100
0	10	15	158
0	11	12	4
0	11	15	10
0	12	15	64
0	13	11	1
0	20	6	135
0	20	7	11
0	21	6	5
0	21	7	10
0	24	1	37
0	34	0	112
0	34	1	478
0	34	2	486
0	34	3	680
0	34	4	765
0	34	5	529
0	34	6	384
0	34	7	151
0	35	0	276
0	35	1	1024
0	35	2	1024
0	35	3	1024
0	35	4	1024
0	35	5	1024
0	35	6	1024
0	35	7	455
0	36	0	277
0	36	1	1024
0	36	2	1024
0	36	3	1024
0	36	4	1024
0	36	5	1024
0	36	6	1024
0	36	7	480
0	37	0	234
0	37	1	1024
0	37	2	1024
0	37	3	1024
0	37	4	1024
0	37	5	1024
0	37	6	1024
0	37	7	450
0	38	0	189
0	38	1	1024
0	38	2	1024
0	38	3	1024
0	38	4	1024
0	38	5	1024
0	38	6	1024
0	38	7	358
0	39	0	251
0	39	1	1024
0	39	2	1024
0	39	3	1024
0	39	4	1024
0	39	5	1024
0	39	6	1024
0	39	7	371
0	40	0	472
0	40	1	1024
0	40	2	1024
0	40	3	1024
0	40	4	1024
0	40	5	1024
0	40	6	1024
0	40	7	358
0	41	0	162
0	41	1	1024
0	41	2	1024
0	41	3	1024
0	41	4	1024
0	41	5	1024
0	41	6	1024
0	41	7	320
0	42	0	51
0	42	1	598
0	42	2	552
0	42	3	588
0	42	4	717
0	42	5	765
0	42	6	882
0	42	7	206
1	1	13	7
1	1	14	42
1	5	25	16
1	5	26	87
1	6	26	55
1	8	6	99
1	10	7	154
1	10	13	218
1	10	15	163
1	11	12	15
1	11	13	114
1	11	15	249
1	11	16	64
1	12	15	104
1	13	7	50
1	13	12	1
1	15	11	120
1	15	38	10
1	16	11	227
1	19	6	9
1	20	6	135
1	20	7	11
1	20	25	45
1	20	26	27
1	21	6	5
1	21	7	10
1	24	1	23
1	32	31	13
2	1	13	7
2	1	14	35
2	4	25	5
2	5	25	201
2	5	26	147
2	6	25	9
2	6	26	64
2	8	6	99
2	10	13	466
2	10	15	157
2	11	12	27
2	11	13	170
2	11	15	446
2	11	16	231
2	12	15	105
2	13	7	1
2	14	12	259
2	14	13	191
2	15	11	366
2	15	12	196
2	15	13	280
2	15	14	64
2	15	38	24
2	16	11	227
2	16	12	46
2	17	22	16
2	18	6	9
2	18	22	56
2	19	6	137
2	20	6	135
2	20	7	11
2	20	25	2
2	20	26	2
2	21	6	5
2	21	7	10
2	24	1	49
2	32	31	85
3	1	12	267
3	1	13	36
3	1	14	70
3	2	4	80
3	2	5	56
3	3	4	85
3	3	5	77
3	3	13	16
3	4	5	32
3	4	6	32
3	4	25	12
3	5	5	32
3	5	6	32
3	5	25	435
3	5	26	165
3	6	25	70
3	6	26	64
3	7	3	2
3	7	4	78
3	8	3	31
3	8	4	142
3	8	6	221
3	9	5	327
3	9	6	40
3	10	5	92
3	10	6	210
3	10	12	36
3	10	13	458
3	10	14	207
3	10	15	192
3	11	4	65
3	11	12	39
3	11	13	170
3	11	14	78
3	11	15	537
3	11	16	328
3	12	15	128
3	12	16	15
3	13	7	1
3	14	12	645
3	14	13	416
3	14	15	7
3	14	38	20
3	15	11	519
3	15	12	584
3	15	13	743
3	15	14	531
3	15	15	107
3	15	38	40
3	16	11	230
3	16	12	63
3	16	13	146
3	16	14	12
3	17	22	33
3	18	5	42
3	18	6	41
3	18	22	96
3	19	6	378
3	19	7	13
3	19	22	22
3	19	26	30
3	20	6	150
3	20	7	11
3	20	22	81
3	20	25	37
3	20	26	216
3	21	2	178
3	21	3	97
3	21	6	5
3	21	7	10
3	21	25	6
3	22	2	31
3	24	1	43
3	27	17	109
3	27	18	300
3	28	17	86
3	28	18	174
3	30	2	10
3	31	2	40
3	32	31	180
3	32	32	3
4	1	3	260
4	1	5	64
4	1	6	143
4	1	12	310
4	1	13	52
4	1	14	84
4	2	4	80
4	2	5	72
4	2	6	33
4	2	12	56
4	3	3	64
4	3	4	85
4	3	5	77
4	3	13	288
4	3	14	63
4	4	5	72
4	4	6	72
4	4	13	172
4	4	14	76
4	4	25	14
4	5	5	74
4	5	6	98
4	5	10	94
4	5	11	109
4	5	24	32
4	5	25	623
4	5	26	177
4	6	6	68
4	6	24	6
4	6	25	264
4	6	26	64
4	7	2	104
4	7	3	153
4	7	4	391
4	8	3	101
4	8	4	793
4	8	6	304
4	9	5	418
4	9	6	143
4	9	13	60
4	10	4	5
4	10	5	455
4	10	6	415
4	10	11	162
4	10	12	330
4	10	13	720
4	10	14	263
4	10	15	191
4	10	17	25
4	11	4	87
4	11	5	100
4	11	11	94
4	11	12	213
4	11	13	384
4	11	14	186
4	11	15	677
4	11	16	336
4	11	27	5
4	12	12	103
4	12	13	456
4	12	14	346
4	12	15	128
4	12	16	91
4	12	20	133
4	12	21	122
4	13	7	1
4	13	12	50
4	13	13	474
4	13	14	178
4	14	12	633
4	14	13	596
4	14	14	240
4	14	15	228
4	14	38	24
4	15	11	651
4	15	12	697
4	15	13	735
4	15	14	901
4	15	15	467
4	15	26	627
4	15	38	45
4	16	11	227
4	16	12	58
4	16	13	145
4	16	14	128
4	16	15	41
4	16	19	60
4	16	26	12
4	17	19	67
4	17	21	14
4	17	22	45
4	18	5	42
4	18	6	154
4	18	21	18
4	18	22	141
4	19	6	707
4	19	7	48
4	19	8	10
4	19	21	37
4	19	22	223
4	19	23	21
4	19	26	27
4	20	2	161
4	20	3	60
4	20	6	325
4	20	7	11
4	20	9	1
4	20	21	28
4	20	22	150
4	20	23	16
4	20	25	28
4	20	26	162
4	21	2	500
4	21	3	349
4	21	4	100
4	21	6	5
4	21	7	10
4	21	25	5
4	22	2	396
4	22	3	537
4	23	2	336
4	23	3	391
4	24	1	34
4	26	17	8
4	26	18	10
4	27	17	324
4	27	18	697
4	28	17	206
4	28	18	481
4	30	2	98
4	30	3	35
4	31	2	196
4	31	3	66
4	32	14	95
4	32	31	348
4	32	32	15
4	33	14	165
4	33	31	8
5	0	12	2
5	0	15	30
5	0	16	12
5	1	3	260
5	1	5	147
5	1	6	143
5	1	11	107
5	1	12	566
5	1	13	414
5	1	14	521
5	1	15	80
5	1	16	41
5	2	4	90
5	2	5	246
5	2	6	33
5	2	11	11
5	2	12	432
5	2	13	154
5	2	14	341
5	3	3	164
5	3	4	85
5	3	5	77
5	3	12	447
5	3	13	531
5	3	14	236
5	3	25	20
5	3	26	100
5	4	5	131
5	4	6	131
5	4	10	16
5	4	11	130
5	4	12	391
5	4	13	344
5	4	14	77
5	4	25	215
5	4	26	3
5	5	5	147
5	5	6	350
5	5	10	243
5	5	11	315
5	5	12	327
5	5	13	69
5	5	24	80
5	5	25	834
5	5	26	210
5	6	5	38
5	6	6	187
5	6	11	94
5	6	12	119
5	6	24	53
5	6	25	391
5	6	26	92
5	7	2	234
5	7	3	179
5	7	4	437
5	7	25	313
5	7	29	132
5	7	30	281
5	8	3	126
5	8	4	853
5	8	5	160
5	8	6	689
5	8	11	5
5	8	12	286
5	8	15	180
5	8	16	36
5	8	25	103
5	8	29	194
5	8	30	379
5	9	4	108
5	9	5	592
5	9	6	844
5	9	11	249
5	9	12	772
5	9	13	618
5	9	14	136
5	10	2	87
5	10	3	148
5	10	4	419
5	10	5	975
5	10	6	748
5	10	11	814
5	10	12	1024
5	10	13	1024
5	10	14	1009
5	10	15	769
5	10	16	393
5	10	17	153
5	10	18	144
5	10	28	182
5	11	1	110
5	11	3	310
5	11	4	333
5	11	5	387
5	11	6	151
5	11	11	910
5	11	12	1024
5	11	13	1024
5	11	14	1024
5	11	15	1024
5	11	16	856
5	11	18	87
5	11	19	16
5	11	27	65
5	11	28	211
5	11	34	122
5	12	11	900
5	12	12	1024
5	12	13	1024
5	12	14	1024
5	12	15	1024
5	12	16	924
5	12	20	125
5	12	21	189
5	13	7	1
5	13	11	896
5	13	12	1024
5	13	13	1024
5	13	14	1024
5	13	15	1024
5	13	16	692
5	13	17	49
5	13	19	90
5	13	20	72
5	13	21	88
5	14	10	4
5	14	11	940
5	14	12	1024
5	14	13	1024
5	14	14	1024
5	14	15	1024
5	14	16	287
5	14	19	189
5	14	38	59
5	15	10	537
5	15	11	1024
5	15	12	1024
5	15	13	1024
5	15	14	1024
5	15	15	951
5	15	16	183
5	15	19	72
5	15	20	12
5	15	21	12
5	15	22	110
5	15	23	339
5	15	26	631
5	15	38	68
5	16	9	295
5	16	10	1024
5	16	11	1024
5	16	12	1024
5	16	13	1024
5	16	14	1024
5	16	15	864
5	16	16	338
5	16	19	369
5	16	20	220
5	16	22	65
5	16	23	1022
5	16	24	56
5	16	25	78
5	16	26	736
5	16	27	100
5	17	9	211
5	17	10	1024
5	17	11	1024
5	17	12	1024
5	17	13	1024
5	17	14	1024
5	17	15	1024
5	17	16	990
5	17	17	102
5	17	19	225
5	17	21	31
5	17	22	162
5	17	23	503
5	17	24	63
5	17	25	800
5	17	26	884
5	17	27	14
5	18	5	56
5	18	6	176
5	18	7	1
5	18	10	885
5	18	11	1024
5	18	12	1024
5	18	13	1024
5	18	14	1024
5	18	15	1024
5	18	16	1024
5	18	17	835
5	18	18	546
5	18	19	184
5	18	21	107
5	18	22	198
5	18	25	101
5	18	26	54
5	19	5	86
5	19	6	875
5	19	7	70
5	19	8	29
5	19	10	737
5	19	11	1024
5	19	12	1024
5	19	13	1024
5	19	14	1024
5	19	15	1024
5	19	16	1024
5	19	17	1024
5	19	18	1024
5	19	19	549
5	19	21	153
5	19	22	207
5	19	23	51
5	19	25	98
5	19	26	149
5	20	2	359
5	20	3	61
